     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
     71680,         8,         0,    1.11,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
    137216,         1,         0,    8.36,pymatching,a36f0fefb3f0eb50e0a7d2a0e537c30f96573987b8460f83a9bb16110cf9f9f1,"{""d"":11,""k"":33,""p"":0.0007}",
     19456,         0,         0,   0.804,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
    100352,         9,         0,    1.56,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     21504,         0,         0,    1.12,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
     29696,         1,         0,    1.59,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
    107520,        15,         0,    2.15,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     50176,         0,         0,    2.18,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
    771072,        68,         0,    11.6,pymatching,3f0cfc4b41fc3c545f3f2d7d471811949312f3149986cdb035586c420c3109e2,"{""d"":7,""k"":21,""p"":0.0007}",
    193536,        22,         0,    3.05,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
    699392,         4,         0,    22.9,pymatching,5295435c4757605179799627fb0d69e246ccf8d0cf33de7c7228490d3aa7d94b,"{""d"":9,""k"":27,""p"":0.0006}",
     80896,         1,         0,    3.04,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
    393216,         1,         0,    23.0,pymatching,45fe776f81af1875c9828ea276f11fcee495eb90888ef57d8842c5f8cd72140c,"{""d"":11,""k"":33,""p"":0.0006}",
    318464,         6,         0,    11.7,pymatching,5331dfa6870b2633256fc5921a1510b2734fd51cf757e6d51c3ecec523667441,"{""d"":9,""k"":27,""p"":0.0007}",
    269312,        46,         0,    4.25,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
    174080,         0,         0,    11.7,pymatching,a36f0fefb3f0eb50e0a7d2a0e537c30f96573987b8460f83a9bb16110cf9f9f1,"{""d"":11,""k"":33,""p"":0.0007}",
    120832,         4,         0,    4.27,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
    462255,        42,         0,    8.24,pymatching,3f0cfc4b41fc3c545f3f2d7d471811949312f3149986cdb035586c420c3109e2,"{""d"":7,""k"":21,""p"":0.0007}",
       273,         0,         0,   0.025,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.079,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.068,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.080,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.085,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.078,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.077,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      2048,         0,         0,   0.158,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      1024,         0,         0,   0.153,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      2048,         0,         0,   0.212,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
    571392,         1,         0,    32.1,pymatching,9f4b1b0480dd390e9d93de5c40072eecae93bb6dbf12becf50bf19bea02788c0,"{""d"":11,""k"":33,""p"":0.0005}",
      4096,         0,         0,   0.294,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      6144,         0,         0,   0.408,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      9216,         0,         0,   0.567,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
    375808,        59,         0,    5.94,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
     10240,         0,         0,   0.817,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
    175104,         6,         0,    5.99,pymatching,20301ab1a2bdc9dc42addebc784c7ee2926995436b4398dcc48a2e9acc4a9012,"{""d"":9,""k"":27,""p"":0.0008}",
     12288,         0,         0,    1.17,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
     22528,         0,         0,    1.58,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
    470447,         2,         0,    14.1,pymatching,5295435c4757605179799627fb0d69e246ccf8d0cf33de7c7228490d3aa7d94b,"{""d"":9,""k"":27,""p"":0.0006}",
      7441,        53,         0,   0.010,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
      9216,        63,         0,   0.012,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     15360,       104,         0,   0.019,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     20480,       137,         0,   0.026,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     28672,       199,         0,   0.036,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     37888,       255,         0,   0.052,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     55296,       370,         0,   0.072,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     77824,       559,         0,   0.102,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
    109568,       733,         0,   0.141,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
     79872,       528,         0,   0.102,pymatching,3cf1c293fde225e5ec73a199a3644c1a7a49ae185ef07a78b75e72f3b4e948df,"{""d"":3,""k"":9,""p"":0.0009}",
      1297,         3,         0,   0.010,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
      2048,         4,         0,   0.012,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
